nom_instance,config,root_obj,obj_sol1,time_sol1,gap_sol1,time,solved,feas,opt,obj,LB,gap,nb_nodes,nb_cuts,valid
inst25_0_LIN_f5.txt,PITK ,"37,45",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt, ,"48,19",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,I ,"48,19",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,T ,"48,22",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,K ,"48,19",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,P ,"48,19",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,ITK ,"48,22",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,PIT ,"48,22",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,PIK ,"48,19",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,PTK ,"48,22",,,,"1000,00",0,,,,,,,,
inst25_1_LIN_f5.txt,PITK ,"48,22",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt, ,"30,23",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,I ,"30,23",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,T ,"30,27",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,K ,"30,23",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,P ,"30,23",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,ITK ,"30,27",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,PIT ,"30,27",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,PIK ,"30,23",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,PTK ,"30,27",,,,"1000,00",0,,,,,,,,
inst25_2_LIN_f5.txt,PITK ,"30,27",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt, ,"11,80",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,I ,"11,80",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,T ,"12,44",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,K ,"11,80",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,P ,"11,80",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,ITK ,"12,24",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,PIT ,"12,24",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,PIK ,"11,80",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,PTK ,"12,44",,,,"1000,00",0,,,,,,,,
inst25_4_LIN_f5.txt,PITK ,"12,24",,,,"1000,00",0,,,,,,,,
inst25_6_LIN_f5.txt, ,"46,92",,,,"1000,00",0,,,,,,,,
inst25_6_LIN_f5.txt,I ,"46,92",,,,"1000,00",0,,,,,,,,
inst25_6_LIN_f5.txt,T ,"46,95",,,,"1000,00",0,,,,,,,,
